k,MMR min,MMR avg,MMR max,MMR σ (est.),Loss min,Loss avg,Loss max,Loss σ (est.)
0,20,20,20,0,0.98,2.51,4.55,1.12
1,20,20,20,0,0.98,2.51,4.55,1.12
2,20,20,20,0,0.67,2.42,4.55,1.21
3,20,20,20,0,0,2.15,4.79,1.47
4,20,20,20,0,0,1.95,5.5,1.66
5,20,20,20,0,0,1.8,5.29,1.62
6,20,20,20,0,0,1.91,5.29,1.62
7,20,20,20,0,0,1.87,5.29,1.64
8,20,20,20,0,0,1.94,4.83,1.61
9,18.89,19.33,20,0.43,0,2.02,4.83,1.65
10,18.87,19.02,19.67,0.24,0,1.86,4.83,1.57
11,18.75,18.92,19.5,0.15,0,1.95,4.83,1.53
12,18.75,18.86,19,0.06,0,1.95,4.83,1.53
13,18.67,18.82,18.89,0.07,0,1.95,4.83,1.53
14,18.5,18.79,18.89,0.1,0,1.95,4.83,1.53
15,18.33,18.76,18.89,0.14,0,1.95,4.83,1.53
16,18,18.68,18.87,0.2,0,1.95,4.83,1.53
17,18,18.62,18.86,0.22,0,1.95,4.83,1.53
18,18,18.55,18.86,0.29,0,1.95,4.83,1.53
19,17.89,18.43,18.86,0.35,0,1.95,4.83,1.53
20,17.67,18.34,18.83,0.4,0,1.95,4.83,1.53
21,17.57,18.22,18.83,0.44,0,1.95,4.83,1.53
22,17.57,18.12,18.83,0.43,0,1.95,4.83,1.53
23,17.5,18.02,18.71,0.41,0,1.95,4.83,1.53
24,17.5,17.86,18.71,0.35,0,1.95,4.83,1.53
25,17.33,17.82,18.71,0.35,0,1.95,4.83,1.53
26,17,17.78,18.71,0.39,0,1.95,4.83,1.53
27,17,17.71,18.71,0.39,0,1.95,4.83,1.53
28,16.62,17.64,18.71,0.46,0,1.95,4.83,1.53
29,16.62,17.58,18.71,0.47,0,1.95,4.83,1.53
30,16.62,17.48,18.71,0.44,0,1.95,4.83,1.53
31,16.57,17.41,18.71,0.49,0,1.95,4.83,1.53
32,16.57,17.37,18.71,0.5,0,1.95,4.83,1.53
33,16.5,17.29,18.71,0.54,0,1.86,4.83,1.53
