k,MMR min,MMR avg,MMR max,MMR σ (est.),Loss min,Loss avg,Loss max,Loss σ (est.)
0,30,30,30,0,1.62,3.15,5.55,1.27
1,30,30,30,0,1.62,3.15,5.55,1.27
2,30,30,30,0,0,3.14,6.72,1.61
3,30,30,30,0,0,3.01,5.3,1.42
4,30,30,30,0,0,2.99,5.69,1.44
5,30,30,30,0,0,2.79,5.92,1.78
6,30,30,30,0,0,2.76,6.25,1.99
7,30,30,30,0,0,2.86,6.25,1.95
8,30,30,30,0,0,2.18,5.21,1.6
9,30,30,30,0,0,2.38,5.21,1.49
10,28.9,29.54,30,0.51,0,2.37,5.21,1.48
11,28.89,29.1,30,0.32,0,2.2,5.21,1.43
12,28.78,28.91,29,0.06,0,2.2,5.21,1.43
13,28.75,28.88,28.9,0.04,0,2.2,5.21,1.43
14,28.71,28.86,28.9,0.06,0,2.2,5.21,1.43
15,28.67,28.83,28.89,0.08,0,2.2,5.21,1.43
16,28.6,28.81,28.89,0.1,0,2.2,5.21,1.43
17,28.25,28.74,28.87,0.16,0,2.2,5.21,1.43
18,28,28.67,28.87,0.27,0,2.2,5.21,1.43
19,28,28.61,28.87,0.27,0,2.2,5.21,1.43
20,28,28.51,28.87,0.31,0,2.2,5.21,1.43
21,27.78,28.45,28.86,0.32,0,2.2,5.21,1.43
22,27.75,28.34,28.83,0.36,0,2.2,5.21,1.43
23,27.62,28.23,28.8,0.42,0,2.2,5.21,1.43
24,27.62,28.18,28.8,0.41,0,2.2,5.21,1.43
25,27.62,28.09,28.8,0.43,0,2.2,5.21,1.43
26,27.57,28.03,28.75,0.4,0,2.2,5.21,1.43
27,27.5,27.88,28.67,0.32,0,2.2,5.21,1.43
28,27.4,27.87,28.67,0.34,0,2.2,5.21,1.43
29,27.25,27.78,28.67,0.35,0,2.2,5.21,1.43
30,27.2,27.74,28.5,0.34,0,2.2,5.21,1.43
31,27,27.69,28.5,0.35,0,2.2,5.21,1.43
32,26.89,27.62,28.5,0.33,0,2.2,5.21,1.43
33,26.78,27.55,28.5,0.38,0,2.2,5.21,1.43
34,26.62,27.5,27.8,0.33,0,2.2,5.21,1.43
35,26.57,27.42,27.8,0.34,0,2.2,5.21,1.43
36,26.57,27.38,27.8,0.38,0,2.2,5.21,1.43
37,26.57,27.25,27.75,0.42,0,2.2,5.21,1.43
38,26.5,27.2,27.75,0.44,0,2.2,5.21,1.43
39,26.5,27.14,27.75,0.45,0,2.2,5.21,1.43
40,26.43,27.07,27.75,0.45,0,2.2,5.21,1.43
41,26.33,26.98,27.75,0.47,0,2.2,5.21,1.43
42,26.17,26.94,27.75,0.49,0,2.2,5.21,1.43
43,26,26.82,27.75,0.51,0,2.2,5.21,1.43
44,25.89,26.77,27.75,0.54,0,2.2,5.21,1.43
45,25.6,26.67,27.75,0.57,0,2.2,5.21,1.43
46,25.6,26.62,27.75,0.59,0,2.2,5.21,1.43
47,25.33,26.51,27.75,0.66,0,2.2,5.21,1.43
48,25.17,26.44,27.5,0.67,0,2.2,5.21,1.43
49,25.17,26.37,27.5,0.68,0,2.2,5.21,1.43
50,25,26.33,27.5,0.68,0,2.2,5.21,1.43
51,25,26.27,27.4,0.64,0,2.2,5.21,1.43
52,24.87,26.22,27.2,0.64,0,2.2,5.21,1.43
53,24.75,26.14,27.2,0.61,0,2.2,5.21,1.43
54,24.67,26.05,27,0.64,0,2.2,5.21,1.43
55,24.57,25.97,27,0.66,0,2.2,5.21,1.43
56,24.5,25.92,27,0.69,0,2.2,5.21,1.43
57,24.4,25.9,27,0.71,0,2.2,5.21,1.43
58,24.4,25.86,27,0.67,0,2.2,5.21,1.43
