k,MMR min,MMR avg,MMR max,MMR σ (est.),Loss min,Loss avg,Loss max,Loss σ (est.)
0,20,20,20,0,0.98,2.51,4.55,1.12
1,20,20,20,0,0.98,2.51,4.55,1.12
2,20,20,20,0,0.73,2.53,4.55,1.18
3,20,20,20,0,0.51,2.4,4.55,1.25
4,20,20,20,0,0,2.15,4.55,1.41
5,20,20,20,0,0,2.23,5.5,1.57
6,20,20,20,0,0,2.19,5.5,1.6
7,20,20,20,0,0,1.87,4.77,1.53
8,20,20,20,0,0,1.62,4.77,1.51
9,18.89,19.53,20,0.49,0,1.46,4.77,1.53
10,18.87,19.16,20,0.37,0,1.46,4.77,1.53
11,18.75,18.94,19.5,0.15,0,1.44,4.77,1.51
12,18.71,18.87,19,0.06,0,1.6,4.77,1.51
13,18.67,18.86,18.89,0.06,0,1.6,4.77,1.51
14,18.57,18.8,18.89,0.09,0,1.6,4.77,1.51
15,18.5,18.78,18.89,0.11,0,1.6,4.77,1.51
16,18.5,18.74,18.89,0.13,0,1.6,4.77,1.51
17,18.4,18.71,18.87,0.15,0,1.6,4.77,1.51
18,18.25,18.65,18.86,0.2,0,1.6,4.77,1.51
19,18,18.55,18.86,0.3,0,1.6,4.77,1.51
20,17.62,18.45,18.86,0.37,0,1.6,4.77,1.51
21,17.57,18.4,18.86,0.39,0,1.6,4.77,1.51
22,17.57,18.29,18.83,0.46,0,1.6,4.77,1.51
23,17.57,18.14,18.83,0.46,0,1.6,4.77,1.51
24,17.5,18.07,18.83,0.48,0,1.6,4.77,1.51
25,17.33,17.94,18.83,0.44,0,1.44,4.77,1.5
26,17.2,17.9,18.83,0.46,0,1.44,4.77,1.5
27,17,17.78,18.67,0.46,0,1.6,4.77,1.51
28,17,17.71,18.67,0.44,0,1.44,4.77,1.5
29,16.71,17.6,18.67,0.44,0,1.44,4.77,1.5
30,16.71,17.59,18.67,0.44,0,1.44,4.77,1.5
31,16.57,17.55,18.6,0.47,0,1.44,4.77,1.5
32,16.57,17.51,18.5,0.46,0,1.37,4.77,1.53
33,16.5,17.39,18.25,0.5,0,1.37,4.77,1.53
