k,MMR min,MMR avg,MMR max,MMR σ (est.),Loss min,Loss avg,Loss max,Loss σ (est.)
0,20,20,20,0,0.98,2.51,4.55,1.12
1,20,20,20,0,0.98,2.51,4.55,1.12
2,20,20,20,0,0,2.4,4.55,1.29
3,20,20,20,0,0,2.28,5.29,1.49
4,20,20,20,0,0,1.76,5.52,1.42
5,20,20,20,0,0,1.89,5.52,1.52
6,20,20,20,0,0,1.89,5.52,1.53
7,20,20,20,0,0,1.95,5.52,1.51
8,20,20,20,0,0,2.01,5.52,1.55
9,18.89,19.33,20,0.38,0,2.1,5.52,1.62
10,18.87,18.97,19.5,0.14,0,2.04,5.52,1.66
11,18.87,18.89,19,0.03,0,1.83,5.52,1.64
12,18.75,18.87,18.89,0.03,0,1.83,5.52,1.64
13,18.71,18.85,18.89,0.05,0,1.83,5.52,1.64
14,18.57,18.82,18.89,0.08,0,1.83,5.52,1.64
15,18.5,18.78,18.87,0.12,0,1.83,5.52,1.64
16,18.33,18.72,18.87,0.18,0,1.83,5.52,1.64
17,18,18.61,18.87,0.32,0,1.83,5.52,1.64
18,17.89,18.58,18.87,0.36,0,1.83,5.52,1.64
19,17.89,18.55,18.87,0.37,0,1.83,5.52,1.64
20,17.75,18.49,18.87,0.42,0,1.83,5.52,1.64
21,17.71,18.4,18.87,0.46,0,1.83,5.52,1.64
22,17.57,18.3,18.87,0.52,0,1.83,5.52,1.64
23,17.57,18.22,18.86,0.52,0,1.83,5.52,1.64
24,17.25,18.16,18.83,0.55,0,1.83,5.52,1.64
25,17.25,18.1,18.8,0.56,0,1.83,5.52,1.64
26,17.25,18.07,18.8,0.57,0,1.76,5.52,1.6
27,17,18.01,18.8,0.57,0,1.76,5.52,1.6
28,17,17.91,18.8,0.55,0,1.93,5.52,1.58
29,17,17.8,18.8,0.56,0,1.76,5.52,1.6
30,17,17.74,18.67,0.56,0,1.76,5.52,1.6
31,16.86,17.68,18.67,0.57,0,1.76,5.52,1.6
32,16.71,17.66,18.67,0.6,0,1.76,5.52,1.6
33,16.5,17.57,18.67,0.65,0,1.76,5.52,1.6
