k,MMR min,MMR avg,MMR max,MMR σ (est.),Loss min,Loss avg,Loss max,Loss σ (est.)
0,20,20,20,0,0.98,2.51,4.55,1.12
1,20,20,20,0,0.98,2.51,4.55,1.12
2,20,20,20,0,0,2.32,4.55,1.33
3,20,20,20,0,0,2.27,4.55,1.33
4,20,20,20,0,0,2.48,6.07,1.5
5,20,20,20,0,0,2.4,6.07,1.74
6,20,20,20,0,0,2.68,6.07,1.7
7,20,20,20,0,0,2.42,6.07,1.64
8,20,20,20,0,0,2.53,6.95,1.83
9,18.89,19.32,20,0.46,0,2.11,6.95,1.78
10,18.87,19.06,20,0.31,0,2.13,6.95,1.78
11,18.75,18.9,19,0.06,0,2.19,6.95,1.8
12,18.71,18.87,18.89,0.04,0,2.06,6.95,1.86
13,18.67,18.83,18.89,0.07,0,2.06,6.95,1.86
14,18.67,18.81,18.89,0.08,0,2.06,6.95,1.86
15,18.6,18.78,18.89,0.09,0,2.06,6.95,1.86
16,18.4,18.72,18.89,0.15,0,2.06,6.95,1.86
17,18,18.59,18.87,0.29,0,2.06,6.95,1.86
18,17.89,18.49,18.87,0.36,0,2.06,6.95,1.86
19,17.67,18.42,18.87,0.42,0,2.06,6.95,1.86
20,17.67,18.36,18.87,0.45,0,2.06,6.95,1.86
21,17.67,18.29,18.86,0.47,0,2.06,6.95,1.86
22,17.4,18.25,18.86,0.5,0,2.06,6.95,1.86
23,17.33,18.17,18.86,0.53,0,2.06,6.95,1.86
24,17.33,18.09,18.86,0.55,0,2.06,6.95,1.86
25,17,18.02,18.86,0.59,0,2.06,6.95,1.86
26,17,17.96,18.86,0.6,0,2.06,6.95,1.86
27,16.78,17.87,18.86,0.61,0,2.06,6.95,1.86
28,16.78,17.83,18.86,0.64,0,2.06,6.95,1.86
29,16.78,17.73,18.71,0.61,0,2.06,6.95,1.86
30,16.78,17.68,18.71,0.62,0,2.06,6.95,1.86
31,16.62,17.62,18.67,0.63,0,2.06,6.95,1.86
32,16.57,17.55,18.6,0.58,0,2.06,6.95,1.86
33,16.5,17.37,18.5,0.59,0,2.03,6.95,1.82
