k,MMR min,MMR avg,MMR max,MMR σ (est.),Loss min,Loss avg,Loss max,Loss σ (est.)
0,20,20,20,0,0.98,2.51,4.55,1.12
1,20,20,20,0,0.98,2.51,4.55,1.12
2,20,20,20,0,0.12,2.51,4.55,1.26
3,20,20,20,0,0,2.06,4.37,1.43
4,20,20,20,0,0,1.95,4.49,1.26
5,20,20,20,0,0,1.93,4.49,1.37
6,20,20,20,0,0,1.6,4.39,1.46
7,20,20,20,0,0,1.7,4.39,1.45
8,20,20,20,0,0,1.74,5.03,1.54
9,18.89,19.3,20,0.47,0,1.99,5.03,1.6
10,18.75,19.12,20,0.43,0,2.08,5.52,1.65
11,18.71,18.91,19.5,0.15,0,2.08,5.52,1.65
12,18.67,18.85,19,0.08,0,2.01,5.52,1.67
13,18.4,18.79,18.89,0.14,0,2.01,5.52,1.67
14,18.25,18.75,18.89,0.2,0,2.01,5.52,1.67
15,18,18.68,18.89,0.23,0,2.01,5.52,1.67
16,18,18.64,18.87,0.24,0,2.01,5.52,1.67
17,18,18.58,18.86,0.29,0,2.01,5.52,1.67
18,18,18.51,18.86,0.32,0,2.01,5.52,1.67
19,17.71,18.42,18.86,0.36,0,2.01,5.52,1.67
20,17.57,18.31,18.86,0.38,0,2.01,5.52,1.67
21,17.5,18.26,18.86,0.4,0,2.01,5.52,1.67
22,17.4,18.15,18.86,0.42,0,2.01,5.52,1.67
23,17.4,18.07,18.86,0.4,0,2.01,5.52,1.67
24,17.25,17.99,18.71,0.38,0,2.01,5.52,1.67
25,17.25,17.94,18.71,0.39,0,2.01,5.52,1.67
26,17,17.91,18.67,0.41,0,2.01,5.52,1.67
27,17,17.82,18.67,0.38,0,2.01,5.52,1.67
28,16.89,17.73,18.6,0.41,0,2.01,5.52,1.67
29,16.78,17.69,18.6,0.43,0,2.01,5.52,1.67
30,16.62,17.65,18.6,0.45,0,2.01,5.52,1.67
31,16.62,17.59,18.6,0.46,0,2.01,5.52,1.67
32,16.62,17.51,18.6,0.48,0,1.86,5.52,1.64
33,16.57,17.41,18,0.44,0,2.01,5.52,1.67
