k,MMR min,MMR avg,MMR max,MMR σ (est.),Loss min,Loss avg,Loss max,Loss σ (est.)
0,20,20,20,0,0.98,2.51,4.55,1.12
1,20,20,20,0,0.98,2.51,4.55,1.12
2,20,20,20,0,0.98,2.59,6.95,1.45
3,20,20,20,0,0.98,2.62,5.5,1.36
4,20,20,20,0,1,2.6,5.11,1.26
5,20,20,20,0,0,2.39,4.83,1.26
6,20,20,20,0,0,2.38,4.83,1.34
7,20,20,20,0,0,2.31,4.83,1.35
8,20,20,20,0,0,2.25,4.83,1.33
9,18.89,19.37,20,0.51,0,2.02,4.83,1.39
10,18.87,18.99,19.5,0.18,0,2.14,5,1.47
11,18.75,18.88,19,0.05,0,2.14,5,1.47
12,18.57,18.84,18.89,0.08,0,2.14,5,1.47
13,18.5,18.81,18.89,0.12,0,2.14,5,1.47
14,18.4,18.77,18.87,0.13,0,2.14,5,1.47
15,18.25,18.74,18.87,0.17,0,2.14,5,1.47
16,18,18.63,18.87,0.26,0,2.14,5,1.47
17,18,18.48,18.87,0.36,0,2.14,5,1.47
18,17.75,18.44,18.87,0.39,0,2.14,5,1.47
19,17.71,18.36,18.87,0.43,0,2.14,5,1.47
20,17.67,18.3,18.87,0.43,0,2.14,5,1.47
21,17.6,18.22,18.87,0.46,0,2.14,5,1.47
22,17.57,18.11,18.86,0.47,0,2.18,5,1.43
23,17.4,18.02,18.86,0.5,0,2.18,5,1.43
24,17.25,17.94,18.86,0.5,0,2.14,5,1.47
25,17,17.87,18.86,0.56,0,2.14,5,1.47
26,17,17.8,18.86,0.58,0,2.18,5,1.43
27,17,17.72,18.86,0.57,0,2.18,5,1.43
28,16.78,17.61,18.86,0.56,0,2.18,5,1.43
29,16.4,17.48,18.86,0.67,0,2.18,5,1.43
30,16.33,17.4,18.86,0.67,0,2.18,5,1.43
31,16.25,17.33,18.86,0.69,0,2.18,5,1.43
32,16,17.23,18.86,0.65,0,2.18,5,1.43
33,16,17.2,18.71,0.62,0,2.18,5,1.43
34,16,17.12,18.71,0.64,0,2.18,5,1.43
35,16,17.07,18.67,0.64,0,2.18,5,1.43
